Date,Pincode,Region,Category,Platform,Payment_Type,Promo_Code,Inventory_Status,Sessions,Orders
2026-08-01,700001,East,Large Appliances,iOS_v16.6,Wallet,NONE,In_Stock,903,0
2026-08-02,751001,East,Large Appliances,Web,Card,SAVE10,In_Stock,1282,0
2026-08-03,800001,East,Large Appliances,Android_v13,NetBanking,WELCOME20,In_Stock,1661,0
2026-08-04,700001,East,Large Appliances,iOS_v17.2,COD,FESTIVE15,In_Stock,2040,0
2026-08-05,751001,East,Large Appliances,Android_v12,UPI,NONE,In_Stock,2419,0
2026-08-06,800001,East,Large Appliances,iOS_v16.6,Wallet,SAVE10,In_Stock,2798,0
2026-08-07,700001,East,Large Appliances,Web,Card,WELCOME20,In_Stock,3177,0
2026-08-08,751001,East,Large Appliances,Android_v13,NetBanking,FESTIVE15,In_Stock,3556,0
2026-08-09,800001,East,Large Appliances,iOS_v17.2,COD,NONE,In_Stock,3935,0
2026-08-10,700001,East,Large Appliances,Android_v12,UPI,SAVE10,In_Stock,4314,0
2026-08-01,751001,East,Large Appliances,iOS_v16.6,Wallet,WELCOME20,In_Stock,4693,0
2026-08-02,800001,East,Large Appliances,Web,Card,FESTIVE15,In_Stock,571,0
2026-08-03,700001,East,Large Appliances,Android_v13,NetBanking,NONE,In_Stock,950,0
2026-08-04,751001,East,Large Appliances,iOS_v17.2,COD,SAVE10,In_Stock,1329,0
2026-08-05,800001,East,Large Appliances,Android_v12,UPI,WELCOME20,In_Stock,1708,0
2026-08-06,700001,East,Large Appliances,iOS_v16.6,Wallet,FESTIVE15,In_Stock,2087,0
2026-08-07,751001,East,Large Appliances,Web,Card,NONE,In_Stock,2466,0
2026-08-08,800001,East,Large Appliances,Android_v13,NetBanking,SAVE10,In_Stock,2845,0
2026-08-09,700001,East,Large Appliances,iOS_v17.2,COD,WELCOME20,In_Stock,3224,0
2026-08-10,751001,East,Large Appliances,Android_v12,UPI,FESTIVE15,In_Stock,3603,0
2026-08-01,800001,East,Large Appliances,iOS_v16.6,Wallet,NONE,In_Stock,3982,0
2026-08-02,700001,East,Large Appliances,Web,Card,SAVE10,In_Stock,4361,0
2026-08-03,751001,East,Large Appliances,Android_v13,NetBanking,WELCOME20,In_Stock,4740,0
2026-08-04,800001,East,Large Appliances,iOS_v17.2,COD,FESTIVE15,In_Stock,618,0
2026-08-05,700001,East,Large Appliances,Android_v12,UPI,NONE,In_Stock,997,0
2026-08-06,751001,East,Large Appliances,iOS_v16.6,Wallet,SAVE10,In_Stock,1376,0
2026-08-07,800001,East,Large Appliances,Web,Card,WELCOME20,In_Stock,1755,0
2026-08-08,700001,East,Large Appliances,Android_v13,NetBanking,FESTIVE15,In_Stock,2134,0
2026-08-09,751001,East,Large Appliances,iOS_v17.2,COD,NONE,In_Stock,2513,0
2026-08-10,800001,East,Large Appliances,Android_v12,UPI,SAVE10,In_Stock,2892,0
2026-08-01,110001,North,Large Appliances,iOS_v16.6,Wallet,WELCOME20,In_Stock,3271,154
2026-08-02,122001,North,Large Appliances,Web,Card,FESTIVE15,In_Stock,3650,176
2026-08-03,201301,North,Large Appliances,Android_v13,NetBanking,NONE,In_Stock,4029,197
2026-08-04,110001,North,Large Appliances,iOS_v17.2,COD,SAVE10,In_Stock,4408,176
2026-08-05,122001,North,Large Appliances,Android_v12,UPI,WELCOME20,In_Stock,4787,196
2026-08-06,201301,North,Large Appliances,iOS_v16.6,Wallet,FESTIVE15,In_Stock,665,28
2026-08-07,110001,North,Large Appliances,Web,Card,NONE,In_Stock,1044,45
2026-08-08,122001,North,Large Appliances,Android_v13,NetBanking,SAVE10,In_Stock,1423,62
2026-08-09,201301,North,Large Appliances,iOS_v17.2,COD,WELCOME20,In_Stock,1802,80
2026-08-10,110001,North,Large Appliances,Android_v12,UPI,FESTIVE15,In_Stock,2181,99
2026-08-01,122001,North,Large Appliances,iOS_v16.6,Wallet,NONE,In_Stock,2560,119
2026-08-02,201301,North,Large Appliances,Web,Card,SAVE10,In_Stock,2939,139
2026-08-03,110001,North,Large Appliances,Android_v13,NetBanking,WELCOME20,In_Stock,3318,160
2026-08-04,122001,North,Large Appliances,iOS_v17.2,COD,FESTIVE15,In_Stock,3697,181
2026-08-05,201301,North,Large Appliances,Android_v12,UPI,NONE,In_Stock,4076,163
2026-08-06,700001,East,Fashion,iOS_v16.6,Wallet,SAVE10,In_Stock,4455,182
2026-08-07,751001,East,Fashion,Web,Card,WELCOME20,In_Stock,4834,202
2026-08-08,800001,East,Fashion,Android_v13,NetBanking,FESTIVE15,In_Stock,712,30
2026-08-09,700001,East,Fashion,iOS_v17.2,COD,NONE,In_Stock,1091,48
2026-08-10,751001,East,Fashion,Android_v12,UPI,SAVE10,In_Stock,1470,65
2026-08-01,800001,East,Fashion,iOS_v16.6,Wallet,WELCOME20,In_Stock,1849,84
2026-08-02,700001,East,Fashion,Web,Card,FESTIVE15,In_Stock,2228,103
2026-08-03,751001,East,Fashion,Android_v13,NetBanking,NONE,In_Stock,2607,123
2026-08-04,800001,East,Fashion,iOS_v17.2,COD,SAVE10,In_Stock,2986,144
2026-08-05,700001,East,Fashion,Android_v12,UPI,WELCOME20,In_Stock,3365,165
2026-08-06,751001,East,Fashion,iOS_v16.6,Wallet,FESTIVE15,In_Stock,3744,150
2026-08-07,800001,East,Fashion,Web,Card,NONE,In_Stock,4123,169
2026-08-08,700001,East,Fashion,Android_v13,NetBanking,SAVE10,In_Stock,4502,188
2026-08-09,751001,East,Fashion,iOS_v17.2,COD,WELCOME20,In_Stock,4881,208
2026-08-10,800001,East,Fashion,Android_v12,UPI,FESTIVE15,In_Stock,759,33
2026-08-01,201301,North,Home Decor,iOS_v16.6,Wallet,NONE,In_Stock,1138,51
2026-08-02,560102,South,Fashion,Web,Card,SAVE10,In_Stock,1517,69
2026-08-03,800001,East,Mobiles,Android_v13,NetBanking,WELCOME20,In_Stock,1896,88
2026-08-04,380001,West,Laptops,iOS_v17.2,COD,FESTIVE15,In_Stock,2275,107
