Date,Pincode,Region,Category,Platform,Payment_Type,Promo_Code,Inventory_Status,Sessions,Orders
2026-08-01,800001,East,Winter Wear,Android_v13,COD,WELCOME20,In_Stock,7000,28
2026-08-02,380001,West,Winter Wear,iOS_v17.2,UPI,FESTIVE15,In_Stock,7830,32
2026-08-03,201301,North,Winter Wear,Android_v12,Wallet,NONE,In_Stock,8660,36
2026-08-04,560102,South,Winter Wear,iOS_v16.6,Card,SAVE10,In_Stock,9490,41
2026-08-05,800001,East,Winter Wear,Web,NetBanking,WELCOME20,In_Stock,10320,45
2026-08-06,380001,West,Winter Wear,Android_v13,COD,FESTIVE15,In_Stock,11150,50
2026-08-07,201301,North,Winter Wear,iOS_v17.2,UPI,NONE,In_Stock,11980,54
2026-08-08,600001,South,Winter Wear,Android_v12,Wallet,SAVE10,In_Stock,12810,59
2026-08-09,800001,East,Winter Wear,iOS_v16.6,Card,WELCOME20,In_Stock,13640,64
2026-08-10,380001,West,Winter Wear,Web,NetBanking,FESTIVE15,In_Stock,14470,70
2026-08-01,201301,North,Winter Wear,Android_v13,COD,NONE,In_Stock,15300,75
2026-08-02,560001,South,Winter Wear,iOS_v17.2,UPI,SAVE10,In_Stock,16130,65
2026-08-03,800001,East,Winter Wear,Android_v12,Wallet,WELCOME20,In_Stock,16960,69
2026-08-04,380001,West,Winter Wear,iOS_v16.6,Card,FESTIVE15,In_Stock,17790,74
2026-08-05,201301,North,Winter Wear,Web,NetBanking,NONE,In_Stock,18620,80
2026-08-06,560103,South,Winter Wear,Android_v13,COD,SAVE10,In_Stock,7440,32
2026-08-07,800001,East,Winter Wear,iOS_v17.2,UPI,WELCOME20,In_Stock,8270,37
2026-08-08,380001,West,Winter Wear,Android_v12,Wallet,FESTIVE15,In_Stock,9100,41
2026-08-09,201301,North,Winter Wear,iOS_v16.6,Card,NONE,In_Stock,9930,46
2026-08-10,500001,South,Winter Wear,Web,NetBanking,SAVE10,In_Stock,10760,51
2026-08-01,800001,East,Winter Wear,Android_v13,COD,WELCOME20,In_Stock,11590,56
2026-08-02,380001,West,Winter Wear,iOS_v17.2,UPI,FESTIVE15,In_Stock,12420,61
2026-08-03,201301,North,Winter Wear,Android_v12,Wallet,NONE,In_Stock,13250,53
